item_desc,category_desc,sub_category_desc,item_number,skin_concern_cat_id,skin_concern_cat_name
อ๊อกซีเคียว เดย์ลี่ ซันสกรีน 6 กรัม (พ.6),เวชสำอางค์,กันแดด,529,0,Not Used
เคียวร์ซิส ฮาร์ทลีฟ แอค เคลียร์ เจล 4 กรัม (พ.6),เวชสำอางค์,สิว,530,3,Acne & Oily
โทเมอิ แอนตี้ แอคเน่ครีม พลัส 4 กรัม (พ.6),เวชสำอางค์,สิว,531,3,Acne & Oily
เดอร์มีดี เอซี เคลียร์แอคทีฟสปอตแอนด์สการ์เจล(พ.6),เวชสำอางค์,สิว,532,3,Acne & Oily
เดอร์มาติกซ์ อัลตร้า 15 กรัม,เวชสำอางค์,ลดเลือนรอยแผลเป็น,533,0,Not Used
@แผ่นแปะสิว SOS ลายดาวหัวใจ 10 เม็ด(ด),เวชสำอางค์,สิว,534,3,Acne & Oily
@แผ่นแปะสิว SOS ลายดาวหัวใจ 10 เม็ด(พ10),เวชสำอางค์,สิว,535,3,Acne & Oily
โปรวาเมด แอนตี้ แอคเน่ สปอต เจล 5 กรัม,เวชสำอางค์,สิว,536,3,Acne & Oily
เมดเมเกอร์ วิตามิน อี ครีม 50 กรัม,เวชสำอางค์,ลดเลือนริ้วรอย,537,2,Anti-Aging
ดร.จี พีเอช คลีนซิ่ง เจล โฟม 200 มล.,เวชสำอางค์,สิว,538,3,Acne & Oily
ดร.จี พีเอช คลีนซิ่ง เบลมิชเคลียซูทติ้งโฟม 150 มล.,เวชสำอางค์,สิว,539,3,Acne & Oily
ดร.จี เบลมิช ชูทติ้ง เอสเซนส์ 80 มล.,เวชสำอางค์,สิว,540,3,Acne & Oily
ดร.จี อาร์ อี ดี เบลมิช เคลียร์ ซูทติ้งครีม 70 มล.,เวชสำอางค์,สิว,541,3,Acne & Oily
ดร.จี เรด อาร์อีดี เบลมิชชูทติ้งซัน SPF 50+ 50 มล.,เวชสำอางค์,กันแดด,542,0,Not Used
ดร.จี กรีน มายด์ อัพ ซัน SPF 50+PA++++ 50 มล.,เวชสำอางค์,กันแดด,543,0,Not Used
คูร่าเอ็มดี โทนเนอร์แพด 6 แพด(ด),เวชสำอางค์,สิว,544,3,Acne & Oily
คูร่าเอ็มดี โทนเนอร์แพด 6 แพด(พ6),เวชสำอางค์,สิว,545,3,Acne & Oily
เซราวี เบลมมิช คอลโทรล คลีนเซอร์ 88 มล.(ข),เวชสำอางค์,สิว,546,3,Acne & Oily
เซราวี ไฮเดรติ้ง คลีนเซอร์ 473 มล.(ข),เวชสำอางค์,ผิวแพ้ง่าย,547,5,Sensitive Skin
เซราวี ไฮเดรติ้ง ครีมทูโฟม คลีนเซอร์ 473 มล.(ข),เวชสำอางค์,ผิวแพ้ง่าย,548,5,Sensitive Skin
เซราวี โฟมมิ่ง คลีนเซอร์ 473 มล.(ข),เวชสำอางค์,ผิวแพ้ง่าย,549,5,Sensitive Skin
เซราวี รีเซอร์เฟสซิ่ง เรตินอล เซรั่ม 30 มล.(ข),เวชสำอางค์,ผิวขาว,550,1,Whitening
เซราวี ออยล์คอนโทรลมอยซ์เจอไรซิ่งเจลครีม 52 มล.(ข),เวชสำอางค์,สิว,551,3,Acne & Oily
เซราวี เอสเอ สมูทติ้ง คลีนเซอร์ 88 มล.(ข),เวชสำอางค์,สิว,552,3,Acne & Oily
ลาโรช-โพเซย์ เมลา บี3 เซรั่ม 30มล.(ข),เวชสำอางค์,ผิวขาว,553,1,Whitening
ลาโรช-โพเซย์ ซิคาพลาส โบม บี5+ 40 มล.(ข),เวชสำอางค์,ผิวแพ้ง่าย,554,5,Sensitive Skin
ลาโรช-โพเซย์ ไฮยาลู บี 5 เซรั่ม 30 มล.(ข),เวชสำอางค์,ผิวแพ้ง่าย,555,5,Sensitive Skin
ลาโรช-โพเซย์ ยูวีมูน400ออยล์คอนโทรลฟลูอิด 50มล.(ข),เวชสำอางค์,กันแดด,556,0,Not Used
ลาโรช-โพเซย์ ยูวีมูน400ดาร์กสปอตฟลูอิด 50 มล.(ข),เวชสำอางค์,กันแดด,557,0,Not Used
เซตาฟิล เอ็กซ์ฟอลิเอทติ้ง เอสเอ คลีนเซอร์ 236 มล.,เวชสำอางค์,ผิวแพ้ง่าย,558,5,Sensitive Skin
เซตาฟิล เอ็กซ์ฟอลิเอทติ้ง เอสเอ คลีนเซอร์ 473 มล.,เวชสำอางค์,ผิวแพ้ง่าย,559,5,Sensitive Skin
เซตาฟิล เอ็กซ์ฟอลิเอทติ้ง เอสเอ โลชั่น 236 มล.,เวชสำอางค์,ผิวแพ้ง่าย,560,5,Sensitive Skin
เซราวี อินเทนซีฟ มอยซ์เจอไรซิ่ง โลชั่น 88 มล.(ข),เวชสำอางค์,ผิวแพ้ง่าย,561,5,Sensitive Skin
เซราวี อินเทนซีฟ มอยซ์เจอไรซิ่ง โลชั่น 473 มล.(ข),เวชสำอางค์,ผิวแพ้ง่าย,562,5,Sensitive Skin
ครีมยูร่าพิงค์คิชไวท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,563,1,Whitening
เจลบำรุงผิวหน้าฮาดะลาโบะเพอร์เฟค3 in1,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,564,0,Not Used
โลชั่นนีเวียซันโพรเท็ค&ไวท์ เฟซ SPF50 50 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,565,0,Not Used
ครีมยูร่าคอมพลีทไวท์6อิน1,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,566,1,Whitening
pโลชั่นฮาดะลาโบะไฮเดรทติ้ง 30 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,567,0,Not Used
ครีมพอนด์สเอจมิราเคิล (เดย์),ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,568,2,Anti-Aging
ครีมพอนด์สไลท์เทนแอนด์รีนิว,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,569,2,Anti-Aging
ครีมลดเลือนรอยสิวดร.สมชาย(ชมพู),ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,570,3,Acne & Oily
โลชั่นโอเลย์ไวท์เรเดียนซ์ อินเทนซีฟ,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,571,1,Whitening
ครีมนูโทรจีนาไฮโดรบูสสูตรเจล,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,572,0,Not Used
ครีมพอนด์สฟลอเลสไวท์UVส้ม(ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,573,1,Whitening
ครีมกันแดดKAยูวีไวท์เทนนิ่ง,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,574,0,Not Used
ครีมพอนด์สฟลอเลสไวท์เนเชอรัล เขียว (ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,575,1,Whitening
ผงหอมศรีจันทร์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,576,3,Acne & Oily
ครีมโอเลย์เนเชอรัลไวท์(ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,577,1,Whitening
ครีมพอนด์สฟลอเลสไวท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,578,1,Whitening
ครีมสเนลไวท์(แพ็ค3),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,579,1,Whitening
เจลพอนด์สฟลอเลสไวท์ดิวอี้โรส,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,580,1,Whitening
pเซรั่มเคที่ดอลล์ 3in1 บีวีนอม,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,581,2,Anti-Aging
เซรั่มครีมการ์นิเย่เมนแอคโนไฟท์ไบรท์เทนนิ่ง 20 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,582,0,Not Used
ครีมโอเลย์โททัลเอ็ฟเฟ็คส์(เล็ก),ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,583,2,Anti-Aging
ครีมบำรุงผิวหน้าสเนลไวท์เล็ก(ด),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,584,1,Whitening
ครีมแพนแอคนิแคร์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,585,3,Acne & Oily
pเจลเคที่ดอลล์ไฟเบอร์ไวท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,586,1,Whitening
pเจลแต้มสิวสมูทอี 7 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,587,3,Acne & Oily
pครีมลอรีอัลรีไวทัลลิฟท์(ไนท์),ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,588,2,Anti-Aging
ครีมโอเลย์โททัลเอ็ฟเฟ็คส์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,589,2,Anti-Aging
ซี่รั่มนีเวียวิซาจไวท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,590,1,Whitening
โลชั่นโอเลย์เนเจอรัลไวท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,591,1,Whitening
ครีมพอนด์สฟลอเลสไวท์ดิวอี้โรส ซอง,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,592,1,Whitening
ครีมเค.เอ.ไวท์สปอท(ชมพู),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,593,1,Whitening
แบล็คเฮดมาส์กเคที่ดอลล์(ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,594,3,Acne & Oily
ครีมเคที่ดอลล์มิลค์กี้สแปลชฯ ซอง,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,595,0,Not Used
วอเตอร์สแปลชเอสเซนต์เคที่ดอลล์(ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,596,1,Whitening
สมุนไพรขัดหน้าปทุมมาศ,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,597,1,Whitening
ครีมสเนลไวท์ 50 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,598,1,Whitening
โลชั่นกันแดดKA UV SPF70,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,599,0,Not Used
ครีมกันแดดลอรีอัลUVเพอร์เฟ็คท์ SPF50 (ขาว),ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,600,0,Not Used
เซรั่มการ์นิเย่เมนออยคอนโทรล (ด) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,601,0,Not Used
เซรั่มKAไวท์ไนท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,602,1,Whitening
ซุปเปอร์เอสเซนส์การ์นิเย่ไลท์คอมพลีท,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,603,1,Whitening
ครีมลอรีอัลไวท์เพอร์เฟ็คท์ SPF17 20 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,604,1,Whitening
เซรั่มครีมการ์นิเย่ไบรท์คอมพลีทวิตามินซี (ด) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,605,1,Whitening
ครีมโอเลย์โททัลไวท์สปอต(ด) 8 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,606,1,Whitening
ครีมกันแดดลอรีอัลUVอะควาSPF50,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,607,0,Not Used
ครีมKAไวท์สปอทชมพู(ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,608,1,Whitening
ครีมวาสลีนเมนออยคอนโทรล(ซอง) 7 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,609,0,Not Used
pเซรั่มโจอาคอลลาเจนแอมพูล(ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,610,2,Anti-Aging
ครีมโอเลย์เนเจอรัลออร่าพิงค์คิชโกลว์ (ด) 7.5 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,611,1,Whitening
pโลชั่นฮาดะลาโบะเอจจิ้งแคร์ 30 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,612,2,Anti-Aging
เซรั่มนีเวียเมนเอ็กซ์ตร้าไบรท์เฟซ SPF50 (ด) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,613,0,Not Used
เซรั่มครีมการ์นิเย่ไบรท์คอมพลีทวิตามินซี 18 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,614,1,Whitening
โลชั่นฮาดะลาโบะอาร์บูติน,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,615,1,Whitening
ครีมโอเลย์เนเชอรัลไวท์ไลท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,616,1,Whitening
ครีมพอนด์สฟลอเลสไวท์ชมพู(ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,617,1,Whitening
เอสเซ้นส์กันแดดบิโอเรยูวีอะควาริชวอเตอร์ฯSPF50+15ก,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,618,0,Not Used
ครีมZAโททัลไฮเดรชั่นสูตรเจล,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,619,0,Not Used
ครีมกันแดดZAพาวเวอร์บล็อคยูวีSPF40,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,620,0,Not Used
เซรั่มครีมการ์นิเย่เมนแอคโนไฟท์ไบรท์ฯ (ด) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,621,0,Not Used
มาส์กโคลนดำเฟซี่ลอกสิวเสี้ยน 10 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,622,0,Not Used
แผ่นมาส์กหน้าเดอมอลโกล์ด(ทอง) 1 ชิ้น,ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,623,0,Not Used
แผ่นมาส์กหน้าเดอมอลเพิร์ล(ไข่มุก) 1 ชิ้น,ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,624,0,Not Used
เซรั่มพอนด์สโกลด์เรเดียนซ์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,625,2,Anti-Aging
เซรั่มนีเวียเอ็กตร้าไวท์(ซอง)ชมพู,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,626,1,Whitening
ครีมโอเลย์เนเชอรัลไวท์พิงคิช,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,627,1,Whitening
ครีมนีเวียซันเฟซไวท์SPF50,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,628,0,Not Used
โลชั่นนีเวียซันโพรเท็ค&มอยซ์เจอร์เฟซ SPF50,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,629,0,Not Used
ว่านหางจระเข้เขาค้อทะเลภู,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,630,0,Not Used
ครีมบัวหิมะก๊กเลี้ยง,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,631,2,Anti-Aging
ครีมKAไวท์สปอท(ชมพู),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,632,1,Whitening
แผ่นขจัดสิวเสี้ยนบิโอเรพอร์แพค,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,633,3,Acne & Oily
pครีมกันแดดZAทรูไวท์พาว์เวอร์บล็อคUV,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,634,0,Not Used
ครีมโอเลย์โททัลเอ็ฟเฟ็คส์ฯCC ไลท์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,635,2,Anti-Aging
ครีมลอรีอัลไวท์เพอร์เฟ็คท์โททัลเท็น,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,636,1,Whitening
ครีมการ์นิเย่เอจเลสไวท์(เดย์),ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,637,2,Anti-Aging
pเคที่ดอลล์ เรดี้ทูไวท์วันเดย์ไวท์เทนเนอร์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,638,1,Whitening
เซรั่มนีเวียเมนแอนตี้เอจSPF30 15 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,639,0,Not Used
ครีมกันแดดนีเวียซันสูตรน้ำSPF50,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,640,0,Not Used
เซรั่มนีเวียเมนไบรท์ออยล์เคลียร์ (ด) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,641,0,Not Used
pเคที่ดอลล์ เรดี้ทูไวท์มิลกี้เดรสครีมแพ็ค,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,642,1,Whitening
ผงหอมศรีจันทร์(ใหญ่),ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,643,3,Acne & Oily
เซรั่มนีเวียเอ็กซ์ตร้าไวท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,644,1,Whitening
ครีมพอนด์สเอจมิราเคิล (ไนท์),ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,645,2,Anti-Aging
โลชั่นนีเวียซันสูตรน้ำนมSPF50+,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,646,0,Not Used
เซรั่มนีเวียเมนเอ็กซ์ตร้าไบรท์เฟซ SPF50 15 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,647,0,Not Used
เซรั่มครีมการ์นิเย่ซากุระโกลว์เซราไมด์ (ด) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,648,1,Whitening
ครีมการ์นิเย่ซากุระไวท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,649,1,Whitening
ครีมมาส์กหน้าโทนี่โมลี่,ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,650,0,Not Used
เซรั่มพอนด์สฟลอเลสไวท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,651,1,Whitening
ครีมโอเลย์รีเจนเนอริสSPF15,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,652,2,Anti-Aging
แผ่นซับสิวเน็กซ์แคร์ 3เอ็ม,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,653,3,Acne & Oily
pครีมลอรีอัลรีไวทัลลิฟท์มอยซ์เจอร์ไรซิ่งเดย์ 20 มล,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,654,2,Anti-Aging
เซรั่มสมูทอีไวท์(รักษาฝ้า) 7 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,655,1,Whitening
เซรั่มนีเวียเมนเอ็กซ์ตร้าไบรท์เฟซ SPF30 (ด) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,656,0,Not Used
ครีมโอเลย์ไวท์เรเดียนซ์(ฟ้า)ไบร์ทเทนนิ่งSPF24,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,657,1,Whitening
เซรั่มวาสลีนเมนโททัลแฟร์เนส (ด) 7 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,658,0,Not Used
pเคที่ดอลล์ โกลด์เพิร์ลพาวเดอร์มาส์ก 25 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,659,2,Anti-Aging
แผ่นลอกสิวเสี้ยนชาร์โคล เคที่ดอลล์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,660,3,Acne & Oily
pเคที่ดอลล์ ซันคูลลิ่งเซรั่มSPF45(ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,661,0,Not Used
ครีมพอนด์สฟลอเลสไวท์เบลมมิช(ส้ม)ยูวี ซอง,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,662,1,Whitening
เซรั่มเจนนี่สวีทไวท์สเนล(ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,663,1,Whitening
เซรั่มนีเวียเมนแอนตี้เอจโฟร์ดีSPF30 PA+++(ด) 7มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,664,0,Not Used
pครีมนีเวียเดย์แอนด์ไนท์(ชมพู),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,665,1,Whitening
pครีมนีเวียเอ็กซ์ตร้าไวท์เดย์ SPF30,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,666,1,Whitening
pครีมนีเวียQ10ไนท์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,667,2,Anti-Aging
pครีมน้ำนมฮาดะลาโบะซุปเปอร์ไฮยาลูโรนิค,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,668,0,Not Used
pครีมน้ำนมฮาดะลาโบะอาร์บูติน,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,669,1,Whitening
pครีมฮาดะลาโบะซุปเปอร์ไฮยาลูโรนิค,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,670,0,Not Used
pครีมนีเวียเอ็กซ์ตร้าไวท์ไนท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,671,1,Whitening
pอายครีมนีเวียQ10พลัส,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,672,0,Not Used
pครีมกันแดดZAทรูไวท์SPF40,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,673,0,Not Used
pครีมนีเวียQ10เดย์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,674,2,Anti-Aging
pครีมนีเวียเดย์แอนด์ไนท์(ส้ม),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,675,1,Whitening
pเซรั่มนีเวียเอ็กซ์ตร้าไวท์เดย์ SPF22,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,676,1,Whitening
pเจลZAโททัลไฮเดรชัน,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,677,0,Not Used
pครีมZAโททัลไฮเดรชันเดย์SPF18,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,678,1,Whitening
pเซรั่มนีเวียเอ็กซ์ตร้าไวท์ไนท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,679,1,Whitening
pครีมZAโททัลไฮเดรชันไนท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,680,1,Whitening
pเอสเซนส์ZAโททัลไฮเดรชัน,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,681,0,Not Used
pเซรั่มนีเวียเมนเอ็กซ์ตร้าไบรท์เฟซ SPF50 45 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,682,0,Not Used
pมาส์กฮาดะลาโบะไฮเดรทติ้ง(ด)20 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,683,0,Not Used
pเอสเซ้นซ์ฮาดะลาโบะซุปเปอร์ไฮยาลูโรนิค,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,684,0,Not Used
pเอสเซ้นซ์ฮาดะลาโบะอาร์บูติน,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,685,1,Whitening
pโลชั่นฮาดะลาโบะซุปเปอร์ไฮยาลูโรนิค(ใหญ่),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,686,0,Not Used
pโลชั่นฮาดะลาโบะอาร์บูติน(ใหญ่),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,687,1,Whitening
pเซรั่มนูโทรจีนาไฟน์แฟร์เนสไบร์ทเทนนิ่ง,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,688,1,Whitening
pครีมนูโทรจีนาไฟน์แฟร์เนส SPF50,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,689,1,Whitening
pครีมนูโทรจีนาไฟน์แฟร์เนสโอเวอร์ไนท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,690,1,Whitening
pครีมนูโทรจีนาไฟน์แฟร์เนส SPF22,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,691,1,Whitening
pเจลนูโทรจีนาไฮโดรบูสท์ SPF30,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,692,0,Not Used
pเจลนูโทรจีนาไฮโดรบูสท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,693,0,Not Used
pเจลนูโทรจีนาไฮโดรบูสท์ไนท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,694,0,Not Used
pครีมนูโทรจีนาไวท์ไนท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,695,1,Whitening
pครีมกันแดดนูโทรจีนาอัลตร้าเชียร์ SPF50,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,696,0,Not Used
pมาส์คนูโทรจีนาไฟน์แฟร์เนส,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,697,1,Whitening
pครีมกันแดดสมูทอีSPF52,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,698,0,Not Used
pครีมสมูทอีโกลด์ (ใหญ่),ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,699,2,Anti-Aging
pอายครีมสมูทอีโกลด์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,700,2,Anti-Aging
pเจลแต้มสิวสมูทอี (ใหญ่),ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,701,3,Acne & Oily
pครีมโอเลย์โททัลเอฟเฟ็คส์แฟร์เนส,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,702,2,Anti-Aging
pครีมโอเลย์โททัลเอ็ฟเฟ็คส์ ทัชออฟฟาวเดชั่น,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,703,2,Anti-Aging
pครีมโอเลย์โททัลเอฟเฟ็คส์ เจนเทิล,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,704,2,Anti-Aging
