item_desc,category_desc,sub_category_desc,item_number,skin_concern_cat_id,skin_concern_cat_name
pซีรั่มโอเลย์โททัลเอ็ฟเฟ็คส์แอนตี้เอจจิ้ง,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,705,2,Anti-Aging
pครีมโอเลย์เนเจอรัลไวท์เดย์SPF24,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,706,1,Whitening
pโลชั่นโอเลย์ไวท์เรเดียนซ์ยูวี(ใหญ่),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,707,1,Whitening
pโลชั่นโอเลย์ไวท์เรเดียนซ์อินเทนซีฟ(ใหญ่),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,708,1,Whitening
pครีมโอเลย์ไวท์เรเดียนซ์ยูวี(ใหญ่),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,709,1,Whitening
pครีมโอเลย์ไวท์เรเดียนซ์อินเทนซีฟ(ใหญ่),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,710,1,Whitening
pครีมโอเลย์ไบรท์เทนนิ่ง,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,711,1,Whitening
pครีมโอเลย์ไวท์เรเดียนซ์ไนท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,712,1,Whitening
pซีรั่มโอเลย์ไวท์เรเดียนซ์ไบร์ทเทนนิ่ง,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,713,1,Whitening
pครีมโอเลย์รีเจนเนอรีสไนท์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,714,2,Anti-Aging
pครีมโอเลย์รีเจนเนอรีสเดย์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,715,2,Anti-Aging
pเอสเซ้นส์ยูทิปซันสกรีน SPF30,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,716,0,Not Used
pเจลยูทิปเบบี้ไบรท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,717,1,Whitening
pเซรั่มกันแดดนีเวียซันออร่าSPF50+PA+++ 15 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,718,0,Not Used
pครีมลอรีอัลไวท์เพอร์เฟ็คท์ไนท์ ใหญ่,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,719,1,Whitening
pครีมลอรีอัลไวท์เพอร์เฟ็คท์เดย์SPF17 ใหญ่,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,720,1,Whitening
pครีมลอรีอัลยูวีเพอร์เฟ็คท์SPF 50(สีขาว),ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,721,0,Not Used
pครีมลอรีอัลยูวีเพอร์เฟ็คท์SPF 50(สีม่วง),ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,722,0,Not Used
pครีมลอรีอัลยูวีเพอร์เฟ็คท์SPF 50(สีเนื้อ),ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,723,0,Not Used
pครีมลอรีอัล รีไวท์ทัลลิฟท์ ไวท์(เดย์)ใหญ่,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,724,2,Anti-Aging
pครีมลอรีอัลรีไวท์ทัลลิฟเดย์ใหญ่,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,725,2,Anti-Aging
pครีมลอรีอัลรีไวทัลลิฟไนท์ใหญ่,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,726,2,Anti-Aging
pครีมลอรีอัลรีไวท์ทัลลิฟท์เดอร์มาลิฟท์อาย(ตา),ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,727,2,Anti-Aging
pครีมลอรีอัลไวท์เพอร์เฟ็คท์เลเซอร์SPF19,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,728,1,Whitening
pเซรั่มลอรีอัลไวท์เพอร์เฟ็คท์เลเซอร์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,729,1,Whitening
pครีมลอรีอัลไวท์เพอร์เฟ็คท์เลเซอร์ไนท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,730,1,Whitening
pครีมการ์นิเย่ไลท์ เจนเทิล SPF15,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,731,1,Whitening
pครีมการ์นิเย่ไลท์ไบร์ทเทนนิ่งอายโรลออน 15 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,732,1,Whitening
pมาส์กหน้า การ์นิเย่ไลท์ ชีท (1แผ่น),ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,733,0,Not Used
pมาส์กหน้า ครีมการ์นิเย่ไลท์(ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,734,1,Whitening
pครีมการ์นิเย่ดาร์กสปอตคอเร็กเตอร์ 50 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,735,2,Anti-Aging
pมาส์กหน้าการ์นิเย่ซากุระไวท์ ชีท(1แผ่น),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,736,1,Whitening
pครีมลอรีอัลUVเพอร์เฟ็คท์อินแสตนท์ ไวท์SPF50,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,737,0,Not Used
pครีมพอนดส์เอจมิราเคิล ดูโอ อาย ยูวี,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,738,2,Anti-Aging
pเซรั่มพอนดส์ฟลอเลสไวท์ ใหญ่,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,739,1,Whitening
pครีมพอนดส์ฟลอเลสไวท์ เดย์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,740,1,Whitening
pครีมพอนดส์เอจมิราเคิล เดย์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,741,2,Anti-Aging
pเจลพอนดส์ไฮดรารีไวทัล,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,742,0,Not Used
pครีมพอนดส์ไฮดรารีไวทัล,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,743,0,Not Used
เซรั่มนีเวียเอ็กซ์ตร้าไวท์เมคอัพ,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,744,1,Whitening
ครีมพอนด์สเอจมิราเคิลเฟิร์ม&ลิฟท์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,745,2,Anti-Aging
แผ่นมาส์คหน้ามายบิวตี้ฯอาร์บูติน(ชมพู) 1 ชิ้น,ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,746,0,Not Used
แผ่นมาส์คหน้ามายบิวตี้ฯแบล็คเพิร์ล(ดำ) 1 ชิ้น,ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,747,0,Not Used
ครีมเมลาเคลียร์กลูต้าไวท์เทนนิ่ง,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,748,1,Whitening
เจลนูโทรจีนาไฮโดรบูสท์วอเตอร์ เล็ก,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,749,0,Not Used
ครีมคลีน&เคลียร์ฯแฟร์เนสชมพู(ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,750,1,Whitening
ครีมกันแดดการ์นิเย่UV SPF50,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,751,0,Not Used
